//Card Title,Card ID,Card Value,Card Type,Card Badge,Sell Order Low,Last 10 Price,owned,packs
Snapshot C Otto Miller BRO 1919,83331,40,7,,0,0,0,1
MLB 2026 Live CL Mason Miller SD,81761,100,1,,0,0,0,1
Snapshot SP Frank Miller PIT 1919,83257,78,7,,0,0,0,1
MLB 2026 Live RP Erik Miller SF,81709,63,1,,0,0,0,1
Historical All-Star SS Eddie Miller BSN 1940,83951,72,5,,0,0,0,1
Snapshot 2B Dots Miller STL 1917,83446,56,7,,0,0,0,1
Super Utility C Doggie Miller PIT 1892,84206,70,7,,0,0,0,1
MLB 2026 Live SP Bryce Miller SEA,82250,82,1,,0,0,0,1
Super Utility SS Brad Miller PHI 2021,83386,71,7,,0,0,0,1
MLB 2026 Live SP Bobby Miller LAD,81771,65,1,,0,0,0,1
Rookie Sensation SP Bobby Miller LAD 2023,84257,67,3,,0,0,0,1
Clubhouse - April Fools' Day SP Bob Miller LAD 1963,84715,69,8,CS,0,0,0,0
Clubhouse - April Fools' Day RP Bob Miller DET 1954,84696,69,3,CS,0,0,0,0
Clubhouse - April Fools' Day RP Bob Miller SD 1971,84716,69,8,CS,0,0,0,0
Clubhouse - April Fools' Day SP Bob Miller PHI 1950,84695,69,3,CS,0,0,0,0
MLB 2026 Live C Drew Millas WSH,82022,51,1,,0,0,0,1
Snapshot CF Clyde Milan WS1 1915,83653,66,7,,0,0,0,1
MLB 2026 Live SP Miles Mikolas WSH,82034,59,1,,0,0,0,1
MLB 2026 Live RP Keynan Middleton LAD,81786,66,1,,0,0,0,1
All-Time Legend 2B Cass Michaels CWS Peak,84141,81,4,,0,0,0,1
MLB 2026 Live CF Jake Meyers HOU,82173,73,1,,0,0,0,1
Snapshot 3B Levi Meyerle PHN 1876,83566,67,7,,0,0,0,1
Snapshot SP Russ Meyer PHI 1949,83102,62,7,,0,0,0,1
MLB 2026 Live SP Max Meyer MIA,82127,67,1,,0,0,0,1
Limited Edition/42 RP Jack Meyer PHI 1958,84854,69,7,,0,0,0,0
MLB 2026 Live CL Luis Mey CIN,81953,49,1,,0,0,0,1
MLB 2026 Live SP Parker Messick CLE,82451,76,1,,0,0,0,1
Future Legend SP Parker Messick CLE 2026,84645,76,6,,0,0,0,1
Baseball Reference 1 C Devin Mesoraco CIN 2014,84831,82,5,,0,0,0,1
Snapshot 3B Steve Mesner CIN 1943,83344,47,7,,0,0,0,1
Negro League Star LF Pablo Mesa CSE 1923,84438,65,2,,0,0,0,1
Historical All-Star CL Jose Mesa CLE 1996,83871,63,5,,0,0,0,1
MLB 2026 Live 1B Matt Mervis WSH,82016,50,1,,0,0,0,1
MLB 2026 Live RP Julian Merryweather MIN,82347,59,1,,0,0,0,1
MLB 2026 Live CF Jackson Merrill SD,81749,87,1,,0,0,0,1
Snapshot 1B Fred Merkle NY1 1913,83385,51,7,,0,0,0,1
World Baseball Classic 1B Joey Meneses MEX 2023,82772,78,8,,0,0,0,1
Negro League Star SP Jose Mendez ALM 1907,84529,95,2,,0,0,0,1
MLB 2026 Live SP Troy Melton DET,82398,70,1,,0,0,0,1
MLB 2026 Live CF Jacob Melton TB,82521,60,1,,0,0,0,1
Snapshot 3B Bill Melton CWS 1973,83669,71,7,,0,0,0,1
Snapshot RF MJ Melendez KC 2023,83497,55,7,,0,0,0,1
Snapshot RF Sam Mele WS1 1950,83486,61,7,,0,0,0,1
Veteran Presence CL Mark Melancon SD 2021,82661,59,10,,0,0,0,1
MLB 2026 Live RP Juan Mejia COL,81806,54,1,,0,0,0,1
MLB 2026 Live SS Chase Meidroth CWS,82460,59,1,,0,0,0,1
MLB 2026 Live CL Trevor Megill MIL,81943,81,1,,0,0,0,1
MLB 2026 Live RP Luis Medina ATH,82280,59,1,,0,0,0,1
MLB 2026 Live RP Nick Mears KC,82383,66,1,,0,0,0,1
MLB 2026 Live CF Parker Meadows DET,82399,75,1,,0,0,0,1
Snapshot SP Lee Meadows PIT 1927,83141,65,7,,0,0,0,1
MLB 2026 Live 1B Curtis Mead CWS,82458,48,1,,0,0,0,1
Snapshot 1B Cal McVey CN1 1879,83567,47,7,,0,0,0,1
Snapshot LF Kevin McReynolds NYM 1988,83706,73,7,,0,0,0,1
Historical All-Star LF Hal McRae KC 1976,83990,88,5,,0,0,0,1
All-Time Legend CF Brian McRae CHC Peak,84152,84,4,,0,0,0,1
All-Time Legend SP Hugh McQuillan BSN Peak,84036,68,4,,0,0,0,1
MLB 2026 Live 2B Jeff McNeil ATH,82272,79,1,,0,0,0,1
Negro League Star CF Hurley McNair CUG 1916,84516,76,2,,0,0,0,1
Snapshot RP Greg McMichael ATL 1996,83251,77,7,,0,0,0,1
Hardware Heroes 2B Marty McManus SLA 1925,82706,70,9,,0,0,0,1
MLB 2026 Live 3B Ryan McMahon NYY,82574,70,1,,0,0,0,1
Snapshot RP Cal McLish CLE 1957,83138,63,7,,0,0,0,1
MLB 2026 Live SP Nolan McLean NYM,82089,83,1,,0,0,0,1
PTCS 1 - Future Legend SP Nolan McLean NYM 2026,84641,100,6,PTCS,0,0,0,0
Unsung Heroes CL Byron McLaughlin SEA 1979,82787,49,8,,0,0,0,1
MLB 2026 Live 2B Matt McLain CIN,81958,75,1,,0,0,0,1
MLB 2026 Live 3B Zach McKinstry DET,82401,72,1,,0,0,0,1
Unsung Heroes RP Hal McKain CWS 1930,82807,57,8,,0,0,0,1
All-Time Legend LF Matty McIntyre DET Peak,84180,90,4,,0,0,0,1
Snapshot SP Harry McIntire CHC 1910,83031,54,7,,0,0,0,1
Snapshot SP Collin McHugh HOU 2014,83243,77,7,,0,0,0,1
Negro League Star SP Henry McHenry NeBr 1932,84428,66,2,,0,0,0,1
Rookie Sensation LF Austin McHenry STL 1918,84323,54,3,,0,0,0,1
Veteran Presence 1B Mark McGwire STL 2001,83997,75,10,,0,0,0,1
Snapshot C Deacon McGuire WAS 1894,83568,61,7,,0,0,0,1
St. Patrick's Day Variant Booster 1B John McGuinness SR1 1879,84607,40,8,,0,0,0,1
Live Collection Reward - Hall of Fame 1B Fred McGriff SD 1992,83805,100,5,ME,0,0,0,0
MLB 2026 Live SP Michael McGreevy STL,81887,77,1,,0,0,0,1
Veteran Presence RP Tug McGraw PHI 1984,83282,85,10,,0,0,0,1
Unsung Heroes RF Beauty McGowan SLA 1928,82903,68,8,,0,0,0,1
FLF 2 - Future Legend 3B Kevin McGonigle DET 2026,84637,100,6,,0,0,0,1
MLB 2026 Live 2B Kevin McGonigle DET,85007,79,1,,0,0,0,1
Rookie Sensation SP Stoney McGlynn STL 1907,84225,46,3,,0,0,0,1
All-Time Legend SP Joe McGinnity NY1 Peak,84052,75,4,,0,0,0,1
Snapshot SP Jumbo McGinnis SL4 1884,83170,65,7,,0,0,0,1
All-Time Legend SP Willie McGill SL4 Peak,84041,69,4,,0,0,0,1
Snapshot RF Willie McGee SF 1992,83351,49,7,,0,0,0,1
MLB 2026 Live RP Easton McGee MIL,81936,67,1,,0,0,0,1
Veteran Presence 1B Dan McGann BSN 1908,83601,66,10,,0,0,0,1
Rookie Sensation RP Will McEnaney CIN 1975,84245,56,3,,0,0,0,1
Negro League Star SP Terris McDuffie PhSt 1942,84487,80,2,,0,0,0,1
Snapshot SP Sam McDowell SF 1972,82972,49,7,,0,0,0,1
Snapshot CF Oddibe McDowell TEX 1986,83575,64,7,,0,0,0,1
Snapshot SP Jim McDonald NYY 1953,83221,86,7,,0,0,0,1
Snapshot SP Ben McDonald BAL 1993,83174,68,7,,0,0,0,1
Clubhouse - Negro League Star SP Booker McDaniel KCM 1945,84864,82,2,CS,0,0,0,0
MLB 2026 Live LF Andrew McCutchen TEX,84911,59,1,,0,0,0,1
MLB 2026 Live SP Lance McCullers Jr. HOU,82188,65,1,,0,0,0,1
Rookie Sensation 1B Tommy McCraw CWS 1963,84322,54,3,,0,0,0,1
All-Time Legend SP Mike McCormick SF Peak,84061,83,4,,0,0,0,1
MLB 2026 Live CF Chas McCormick CHC,81981,69,1,,0,0,0,1
Rookie Sensation SP George McConnell NYY 1912,84250,63,3,,0,0,0,1
MLB 2026 Live RP Shane McClanahan TB,82549,92,1,,0,0,0,1
Snapshot SP Kirk McCaskill CAL 1988,82999,51,7,,0,0,0,1
Rookie Sensation RF Jake McCarthy ARI 2022,84357,67,3,,0,0,0,1
MLB 2026 Live LF Jake McCarthy COL,81809,75,1,,0,0,0,1
MLB 2026 Live C James McCann AZ,81844,58,1,,0,0,0,1
Hardware Heroes C Brian McCann ATL 2006,83972,84,9,,0,0,0,1
Unsung Heroes SS George McBride WS1 1910,82913,63,8,,0,0,0,1
Launch Deck Missions - Hall of Fame 2B Bill Mazeroski PIT 1958,84581,82,9,ME,0,0,0,0
Negro League Star 1B Ed Mayweather NYBY 1942,84459,66,2,,0,0,0,1
Hardware Heroes CF Willie Mays NY1 1954,84386,100,9,,0,0,0,1
Rookie Sensation RP Carl Mays BOS 1915,84288,81,3,,0,0,0,1
Snapshot SP Al Mays NY4 1886,82937,44,7,,0,0,0,1
Veteran Presence 2B Eddie Mayo DET 1947,83408,62,10,,0,0,0,1
MLB 2026 Live 1B Coby Mayo BAL,82637,64,1,,0,0,0,1
Snapshot C Brent Mayne SF 1999,83645,67,7,,0,0,0,1
MLB 2026 Live 3B Marcelo Mayer BOS,82603,58,1,,0,0,0,1
Snapshot 1B John Mayberry TOR 1978,83578,68,7,,0,0,0,1
MLB 2026 Live SP Dustin May STL,81891,77,1,,0,0,0,1
MLB 2026 Live 3B Ronny Mauricio NYM,82070,51,1,,0,0,0,1
Live AL Collection - Hall of Fame C Joe Mauer MIN 2006,83804,100,7,ME,0,0,0,0
MLB 2026 Live RP Steven Matz TB,82547,77,1,,0,0,0,1
MLB 2026 Live RP Isaac Mattson PIT,81894,57,1,,0,0,0,1
MLB 2026 Live SP Zebby Matthews MIN,82352,81,1,,0,0,0,1
Rookie Sensation LF Gary Matthews SF 1973,84359,69,3,,0,0,0,1
World Baseball Classic SP Daisuke Matsuzaka JPN 2006,84210,100,3,,0,0,0,1
MLB 2026 Live RP Yuki Matsui SD,81756,66,1,,0,0,0,1
Snapshot LF Hideki Matsui NYY 2008,83540,63,7,,0,0,0,1
MLB 2026 Live RF Luis Matos SF,81707,62,1,,0,0,0,1
MLB 2026 Live RP Phil Maton CHC,82001,67,1,,0,0,0,1
Historical All-Star SP Jon Matlack NYM 1974,84081,100,5,,0,0,0,1
Veteran Presence 1B Eddie Mathews HOU 1967,83607,65,10,,0,0,0,1
MLB 2026 Live SS Jorge Mateo ATL,82142,53,1,,0,0,0,1
Hardware Heroes SS Jorge Mateo BAL 2022,82701,47,9,,0,0,0,1
Clubhouse - Negro League Star SP Jack Matchett KCM 1944,84862,53,2,CS,0,0,0,0
MLB 2026 Live 3B Miles Mastrobuoni SEA,82231,51,1,,0,0,0,1
Historical All-Star SP Walt Masterson WS1 1947,83885,82,5,,0,0,0,1
MLB 2026 Live 2B Michael Massey KC,82367,59,1,,0,0,0,1
Negro League Star RF Charlie Mason HCSE 1932,84491,76,2,,0,0,0,1
Historical All-Star C Phil Masi BSN 1947,83980,79,5,,0,0,0,1
Snapshot C Victor Martinez CLE 2005,83705,74,7,,0,0,0,1
Baseball Reference 1 1B Tino Martinez NYY 1997,84790,87,5,,0,0,0,1
Clubhouse - April Fools' Day SP Pedro Martinez NYM 2005,84702,100,5,CS,0,0,0,0
Clubhouse - April Fools' Day RP Pedro Martinez SD 1993,84699,51,3,CS,0,0,0,0
MLB 2026 Live SP Nick Martinez TB,82548,74,1,,0,0,0,1
Veteran Presence DH Edgar Martinez SEA 2003,83964,84,10,,0,0,0,1
Veteran Presence SP Dennis Martinez CLE 1994,83891,85,10,,0,0,0,1
Baseball Reference 1 SP Carlos Martinez STL 2016,84819,64,7,,0,0,0,1
MLB 2026 Live CF Angel Martinez CLE,82428,59,1,,0,0,0,1
PTWC 1st Place C Russell Martin PIT 2014,84580,100,8,,0,0,0,0
All-Time Legend 3B Pepper Martin STL Peak,84145,77,4,,0,0,0,1
MLB 2026 Live SP Davis Martin CWS,82465,62,1,,0,0,0,1
MLB 2026 Live RP Chris Martin TEX,82218,75,1,,0,0,0,1
MLB 2026 Live LF Austin Martin MIN,82337,56,1,,0,0,0,1
Snapshot CF Starling Marte ARI 2020,83569,64,7,,0,0,0,1
MLB 2026 Live RF Starling Marte KC,84925,52,1,,0,0,0,1
MLB 2026 Live RF Noelvi Marte CIN,81951,70,1,,0,0,0,1
MLB 2026 Live 2B Ketel Marte AZ,81850,92,1,,0,0,0,1
Rookie Sensation SS Ketel Marte SEA 2015,83783,68,3,,0,0,0,1
Clubhouse - April Fools' Day CL Mike Marshall MON 1973,84720,57,9,CS,0,0,0,0
Clubhouse - April Fools' Day LF Mike Marshall LAD 1984,84701,56,5,CS,0,0,0,0
Negro League Star 2B Jack Marshall CAG 1934,84417,58,2,,0,0,0,1
Unsung Heroes LF Brandon Marsh PHI 2024,82887,67,8,,0,0,0,1
MLB 2026 Live CF Brandon Marsh PHI,82052,86,1,,0,0,0,1
MLB 2026 Live CF Jakob Marsee MIA,82109,67,1,,0,0,0,1
MLB 2026 Live SP German Marquez SD,81738,53,1,,0,0,0,1
Rookie Sensation SS Marty Marion STL 1940,84303,48,3,,0,0,0,1
Hall of Fame SP Juan Marichal SF 1969,82696,100,9,,0,0,0,1
Snapshot SP Shaun Marcum TOR 2008,83097,72,7,,0,0,0,1
MLB 2026 Live C Rafael Marchan PHI,82050,48,1,,0,0,0,1
Negro League Star 3B Oliver Marcell NYLG 1924,84524,87,2,,0,0,0,1
Rookie Sensation SS Rabbit Maranville BSN 1913,84340,60,3,,0,0,0,1
Rookie Sensation CF Cliff Mapes NYY 1949,84367,68,3,,0,0,0,1
MLB 2026 Live 1B Kyle Manzardo CLE,82435,74,1,,0,0,0,1
Snapshot SS Felix Mantilla BOS 1963,83717,77,7,,0,0,0,1
Unsung Heroes CL Matt Mantei ARI 2003,82821,75,8,,0,0,0,1
MLB 2026 Live SP Alek Manoah LAA,82318,69,1,,0,0,0,1
Negro League Star SP Max Manning NeEa 1939,84490,87,2,,0,0,0,1
MLB 2026 Live LF Jake Mangum PIT,81902,53,1,,0,0,0,1
Historical All-Star C Gus Mancuso NY1 1935,83936,58,5,,0,0,0,1
MLB 2026 Live SP Sean Manaea NYM,82097,73,1,,0,0,0,1
Snapshot RP Al Mamaux BRO 1921,83286,83,7,,0,0,0,1
Historical All-Star 3B Frank Malzone BOS 1958,83931,58,5,,0,0,0,1
MLB 2026 Live RF Justyn-Henry Malloy TB,82535,69,1,,0,0,0,1
Negro League Star 3B Dave Malarcher CAG 1922,84493,78,2,,0,0,0,1
Snapshot 3B Hank Majeski PHA 1948,83702,71,7,,0,0,0,1
Snapshot SP Pat Mahomes MIN 1994,82931,43,7,,0,0,0,1
Snapshot SP Paul Maholm PIT 2010,82975,50,7,,0,0,0,1
Opening Day Heroes - Snapshot SP Rick Mahler ATL 1982,84664,69,7,,0,0,0,1
MLB 2026 Live SP Tyler Mahle SF,81731,69,1,,0,0,0,1
Unsung Heroes SP Roy Mahaffey PHA 1932,82803,55,8,,0,0,0,1
All-Time Legend SP Sal Maglie NY1 Peak,84045,75,4,,0,0,0,1
Rookie Sensation SP Kenta Maeda LAD 2016,84209,69,3,,0,0,0,1
Snapshot 3B Bill Madlock SF 1977,83590,64,7,,0,0,0,1
Hardware Heroes SP Greg Maddux CHC 1992,84092,100,9,,0,0,0,1
MLB 2026 Live C Willie MacIver TEX,82197,48,1,,0,0,0,1
MLB 2026 Live 3B Manny Machado SD,81752,76,1,,0,0,0,1
Rookie Sensation SP Bill Macdonald PIT 1950,84221,46,3,,0,0,0,1
Veteran Presence SP Ted Lyons CWS 1939,83903,100,10,,0,0,0,1
Negro League Star LF Jimmie Lyons WaPo 1924,84475,72,2,,0,0,0,1
MLB 2026 Live RP Daniel Lynch IV KC,82381,59,1,,0,0,0,1
Snapshot SP Jack Lynch NY4 1884,83321,91,7,,0,0,0,1
Snapshot SP Ed Lynch NYM 1982,83062,60,7,,0,0,0,1
Snapshot LF Greg Luzinski CWS 1984,83461,56,7,,0,0,0,1
MLB 2026 Live SP Jesus Luzardo PHI,82066,92,1,,0,0,0,1
MLB 2026 Live LF Gavin Lux TB,82536,79,1,,0,0,0,1
Snapshot 1B Tony Lupien BOS 1943,83435,52,7,,0,0,0,1
Hardware Heroes SP Carl Lundgren CHC 1903,82658,64,9,,0,0,0,1
MLB 2026 Live RF Nathan Lukes TOR,82489,55,1,,0,0,0,1
Rookie Sensation SP Urbano Lugo CAL 1985,84224,46,3,,0,0,0,1
MLB 2026 Live SP Seth Lugo KC,82390,63,1,,0,0,0,1
Historical All-Star C Jonathan Lucroy TEX 2016,84183,92,5,,0,0,0,1
Snapshot SP Red Lucas CIN 1929,83222,73,7,,0,0,0,1
Snapshot 2B Johnny Lucadello SLA 1941,83488,62,7,,0,0,0,1
Unsung Heroes SS Jed Lowrie ATH 2013,84375,80,8,,0,0,0,1
MLB 2026 Live 1B Nathaniel Lowe CIN,81962,82,1,,0,0,0,1
MLB 2026 Live RF Josh Lowe LAA,82301,73,1,,0,0,0,1
MLB 2026 Live 2B Brandon Lowe PIT,81905,75,1,,0,0,0,1
Snapshot 2B Bobby Lowe BSN 1895,83760,78,7,,0,0,0,1
MLB 2026 Live SP Rhett Lowder CIN,84998,72,1,,0,0,0,1
FLF 1 - Future Legend SP Rhett Lowder CIN 2026,84636,87,6,,0,0,0,1
MLB 2026 Live RP Dicky Lovelady WSH,82033,68,1,,0,0,0,1
Unsung Heroes SP Slim Love NYY 1918,82802,52,8,,0,0,0,1
Rookie Sensation RP Aaron Loup TOR 2013,84266,68,3,,0,0,0,1
MLB 2026 Live SP Michael Lorenzen COL,81830,54,1,,0,0,0,1
Rookie Sensation 3B Harry Lord BOS 1908,84318,53,3,,0,0,0,1
Unsung Heroes LF Bris Lord PHA 1910,82844,47,8,,0,0,0,1
MLB 2026 Live SP Brad Lord WSH,82029,60,1,,0,0,0,1
MLB 2026 Live RP Reynaldo Lopez ATL,82160,83,1,,0,0,0,1
MLB 2026 Live SS Otto Lopez MIA,82108,71,1,,0,0,0,1
MLB 2026 Live SP Jacob Lopez ATH,82284,82,1,,0,0,0,1
All-Time Legend LF Hector Lopez NYY Peak,84165,85,4,,0,0,0,1
Historical All-Star SS Felipe Lopez CIN 2005,84106,68,5,,0,0,0,1
Negro League Star CF Cando Lopez NYC 1935,84413,59,2,,0,0,0,1
Veteran Presence C Al Lopez PIT 1946,83551,62,10,,0,0,0,1
In Memoriam - Super Utility 2B Davey Lopes LAD Peak,84812,93,5,,0,0,0,1
Snapshot 2B Davey Lopes LAD 1977,83755,74,7,,0,0,0,1
MLB 2026 Live LF Joey Loperfido HOU,82165,52,1,,0,0,0,1
Historical All-Star SP Ed Lopat NYY 1951,83882,75,5,,0,0,0,1
Veteran Presence 3B Evan Longoria SF 2021,83633,69,10,,0,0,0,1
Live Collection Reward - Hardware Heroes SS Herman Long BSN 1900,82741,93,9,ME,0,0,0,0
Negro League Star RF Fred Long DeSt 1926,84485,74,2,,0,0,0,1
Veteran Presence 1B Dale Long WS2 1962,83484,61,10,,0,0,0,1
Snapshot 1B James Loney LAD 2011,83417,64,7,,0,0,0,1
Historical All-Star C Ernie Lombardi CIN 1936,83981,91,5,,0,0,0,1
Snapshot C Sherm Lollar CWS 1953,83756,82,7,,0,0,0,1
Unsung Heroes SP Bill Lohrman NY1 1940,82811,63,8,,0,0,0,1
MLB 2026 Live LF Nick Loftin KC,82362,55,1,,0,0,0,1
MLB 2026 Live SP Nick Lodolo CIN,81978,85,1,,0,0,0,1
Snapshot CL Skip Lockwood NYM 1978,83111,58,7,,0,0,0,1
MLB 2026 Live LF Brandon Lockridge MIL,81923,50,1,,0,0,0,1
Snapshot CF Whitey Lockman NY1 1948,83718,77,7,,0,0,0,1
MLB 2026 Live 1B Tyler Locklear AZ,81837,54,1,,0,0,0,1
Rookie Sensation 2B Keith Lockhart KC 1995,84371,67,3,,0,0,0,1
MLB 2026 Live RP Jonathan Loaisiga AZ,81855,68,1,,0,0,0,1
Snapshot RP Jonathan Loaisiga NYY 2021,83258,77,7,,0,0,0,1
Snapshot RF Danny Litwhiler CIN 1948,83689,70,7,,0,0,0,1
MLB 2026 Live RP Brendon Little TOR,82491,58,1,,0,0,0,1
MLB 2026 Live SP Zack Littell WSH,84956,68,1,,0,0,0,1
Snapshot RP Mark Littell STL 1979,83263,77,7,,0,0,0,1
Rookie Sensation SP Hod Lisenbee WS1 1927,84290,88,3,,0,0,0,1
Snapshot SS Johnny Lipon DET 1948,83701,72,7,,0,0,0,1
Rookie Sensation RP Dick Lines WS2 1966,84272,69,3,,0,0,0,1
Historical All-Star SS Francisco Lindor CLE 2017,83856,66,5,,0,0,0,1
MLB 2026 Live SS Francisco Lindor NYM,82085,93,1,,0,0,0,1
All-Time Legend CF Johnny Lindell NYY Peak,84154,79,4,,0,0,0,1
Rookie Sensation 2B Carl Lind CLE 1928,84301,43,3,,0,0,0,1
Snapshot 1B Adam Lind WAS 2017,83586,67,7,,0,0,0,1
Snapshot 1B Lou Limmer PHA 1954,83381,52,7,,0,0,0,1
Limited Edition/42 SP Jose Lima HOU 1999,84852,69,5,,0,0,0,0
MLB 2026 Live RF Daylen Lile WSH,82018,52,1,,0,0,0,1
Snapshot C Mike Lieberthal PHI 2005,83504,62,7,,0,0,0,1
MLB 2026 Live SP Matthew Liberatore STL,81889,70,1,,0,0,0,1
Negro League Star SP Rufus Lewis NeEa 1947,84435,70,2,,0,0,0,1
MLB 2026 Live 3B Royce Lewis MIN,82339,70,1,,0,0,0,1
Rookie Sensation 3B Royce Lewis MIN 2023,83395,91,3,,0,0,0,1
Negro League Star 2B Milton Lewis WiPo 1925,84480,67,2,,0,0,0,1
Snapshot LF Duffy Lewis BOS 1917,83456,54,7,,0,0,0,1
Rookie Sensation SP Dixie Leverett CWS 1922,84237,53,3,,0,0,0,1
Snapshot 1B Sam Leslie BRO 1934,83744,88,7,,0,0,0,1
Rookie Sensation C Walt Lerian PHI 1928,84339,54,3,,0,0,0,1
Snapshot SP Dutch Leonard WS1 1938,83200,69,7,,0,0,0,1
Snapshot SP Dennis Leonard KC 1976,83149,67,7,,0,0,0,1
Celebrating 42 - Negro League Star 1B Buck Leonard PHG 1946,84877,100,2,,0,0,0,1
All-Time Legend RP Max Leon ATL Peak,84019,52,4,,0,0,0,1
Snapshot LF Jim Lemon MIN 1961,83463,57,7,,0,0,0,1
MLB 2026 Live RP Mark Leiter Jr. ATH,82282,68,1,,0,0,0,1
MLB 2026 Live SP Jack Leiter TEX,82219,75,1,,0,0,0,1
Historical All-Star SP Al Leiter NYM 2000,83884,80,5,,0,0,0,1
All-Time Legend SP Charlie Leibrandt KC Peak,84047,74,4,,0,0,0,1
Snapshot CF Nemo Leibold BOS 1921,83442,55,7,,0,0,0,1
Snapshot RP Ken Lehman BAL 1958,83074,57,7,,0,0,0,1
MLB 2026 Live RP Casey Legumina SEA,82229,59,1,,0,0,0,1
Limited Edition/97 LF Ron LeFlore MON 1980,84597,48,8,,0,0,0,0
Veteran Presence SP Thornton Lee CWS 1945,83883,79,10,,0,0,0,1
MLB 2026 Live CF Jung-hoo Lee SF,81713,61,1,,0,0,0,1
Unsung Heroes LF Hal Lee BSN 1935,82827,43,8,,0,0,0,1
MLB 2026 Live RP Dylan Lee ATL,82154,73,1,,0,0,0,1
MLB 2026 Live RP Chase Lee TOR,82492,63,1,,0,0,0,1
MLB 2026 Live SS Brooks Lee MIN,82326,62,1,,0,0,0,1
Snapshot RP Jose Leclerc TEX 2018,83326,99,7,,0,0,0,1
MLB 2026 Live RP Jordan Leasure CWS,82478,58,1,,0,0,0,1
Rookie Sensation 1B John Leary SLA 1914,84297,40,3,,0,0,0,1
MLB 2026 Live RP Kyle Leahy STL,81883,65,1,,0,0,0,1
Super Utility 3B Tommy Leach PIT 1905,84370,73,8,,0,0,0,1
Snapshot CF Freddy Leach PHI 1926,83731,78,7,,0,0,0,1
Snapshot 2B Tony Lazzeri NYY 1927,83832,89,7,,0,0,0,1
MLB 2026 Live RP Max Lazar PHI,82041,53,1,,0,0,0,1
Snapshot RF Matt Lawton MIN 2001,83637,67,7,,0,0,0,1
MLB 2026 Live RP Justin Lawrence PIT,81913,64,1,,0,0,0,1
MLB 2026 Live 3B Jordan Lawlar AZ,81840,60,1,,0,0,0,1
PTCS 1 - World Baseball Classic C Ryan Lavarnway ISR 2017,82775,64,8,PTCS,0,0,0,0
Unsung Heroes SS Doc Lavan STL 1920,82835,50,8,,0,0,0,1
Snapshot 2B Cookie Lavagetto BRO 1937,83651,68,7,,0,0,0,1
MLB 2026 Live LF Ramon Laureano SD,81745,69,1,,0,0,0,1
MLB 2026 Live SP Eric Lauer TOR,82509,64,1,,0,0,0,1
MLB 2026 Live RP Jake Latz TEX,82198,56,1,,0,0,0,1
Rookie Sensation RP Barry Latman CWS 1958,84292,95,3,,0,0,0,1
All-Time Legend SS Lyn Lary NYY Peak,84155,81,4,,0,0,0,1
Veteran Presence RP Don Larsen BAL 1965,82979,49,10,,0,0,0,1
Snapshot CL Dave LaRoche CLE 1975,83122,61,7,,0,0,0,1
MLB 2026 Live RF Trevor Larnach MIN,82338,74,1,,0,0,0,1
Snapshot LF Henry Larkin PH4 1887,83738,76,7,,0,0,0,1
All-Time Legend 2B Frank LaPorte SLA Peak,84126,61,4,,0,0,0,1
Snapshot 3B Carney Lansford ATH 1986,83614,67,7,,0,0,0,1
Historical All-Star CF Ray Lankford STL 1997,83987,88,5,,0,0,0,1
Negro League Star SP Ad Lankford PRC 1920,84474,80,2,,0,0,0,1
Historical All-Star SP Max Lanier STL 1944,83898,100,5,,0,0,0,1
MLB 2026 Live LF Wyatt Langford TEX,82203,96,1,,0,0,0,1
MLB 2026 Live C Shea Langeliers ATH,82273,77,1,,0,0,0,1
MLB 2026 Live RP Alex Lange KC,82380,64,1,,0,0,0,1
Snapshot CF Jim Landis CWS 1958,83608,66,7,,0,0,0,1
Negro League Star SP Jim LaMarque KCM 1945,84443,72,2,,0,0,0,1
Snapshot 2B Nap Lajoie CLE 1907,83847,99,7,,0,0,0,1
FLF 4 - Future Legend CL Carlos Lagrange NYY 2026,85034,84,6,,0,0,0,1
MLB 2026 Live LF Steven Kwan CLE,82442,75,1,,0,0,0,1
Snapshot SP Bob Kuzava NYY 1951,83150,68,7,,0,0,0,1
MLB 2026 Live 1B Nick Kurtz ATH,82271,100,1,,0,0,0,1
Historical All-Star 3B Whitey Kurowski STL 1944,83979,84,5,,0,0,0,1
Veteran Presence 1B Joe Kuhel WS1 1945,83622,66,10,,0,0,0,1
Unsung Heroes 2B Ted Kubiak ML4 1971,82863,53,8,,0,0,0,1
Snapshot SP Mike Krukow CHC 1978,83014,54,7,,0,0,0,1
Snapshot SS Red Kress SLA 1929,83597,67,7,,0,0,0,1
MLB 2026 Live SP Dean Kremer BAL,82653,67,1,,0,0,0,1
MLB 2026 Live CF Ryan Kreidler MIN,82336,52,1,,0,0,0,1
Snapshot SP Jack Kramer SLA 1944,83310,89,7,,0,0,0,1
MLB 2026 Live RP Jackson Kowar BAL,82645,57,1,,0,0,0,1
MLB 2026 Live 2B Christian Koss SF,81705,49,1,,0,0,0,1
Snapshot 3B Corey Koskie TOR 2005,83450,55,7,,0,0,0,1
Veteran Presence SP Jerry Koosman PHI 1984,83206,75,10,,0,0,0,1
Historical All-Star 1B Paul Konerko CWS 2005,83958,82,5,,0,0,0,1
Snapshot SP Ray Kolp CIN 1928,83058,58,7,,0,0,0,1
MLB 2026 Live RP Jared Koenig MIL,81946,86,1,,0,0,0,1
MLB 2026 Live SP Jack Kochanowicz LAA,82297,54,1,,0,0,0,1
